id,parentId,name,classificationId
734,730,"Pressure-Resistant Stainless-Steel-Framed  Storefronts",1
735,730,"Intensive Care Unit/Critical Care Unit Stainless-Steel-Framed  Storefronts",1
736,717,"Steel-Framed Storefronts",1
737,736,"Automatic Steel-Framed Storefronts",1
738,736,"Revolving Door  Steel-Framed  Storefronts",1
739,736,"Balanced Door  Steel-Framed  Storefronts",1
740,736,"Pressure-Resistant  Steel-Framed  Storefronts",1
741,736,"Intensive Care Unit/Critical Care Unit  Steel-Framed  Storefronts",1
742,717,"All-Glass Storefronts",1
743,742,"Automatic All-Glass Storefronts",1
744,742,"Revolving Door  All-Glass  Storefronts",1
745,742,"Balanced Door  All-Glass  Storefronts",1
746,742,"Pressure-Resistant  All-Glass Storefronts",1
747,742,"Intensive Care Unit/Critical Care Unit All-Glass Storefronts",1
748,675,"Precast Modules",1
749,675,"Glazed Facade and Roof Structures",1
750,749,"Curtain Walls",1
751,750,"Curtain Wall Components",1
752,751,"Curtain Wall Frames",1
753,751,"Curtain Wall Sections",1
754,751,"Curtain Wall Infill Panels",1
755,750,"Metal Framed Curtain Wall",1
756,750,"Translucent Curtain Wall Assemblies",1
757,749,"Structural Glazing",1
758,757,"Structural Glass Curtain Walls",1
759,749,"Suspended Glazing",1
760,749,"Patent Glazing",1
761,749,"Glazed Roof Structures",1
762,761,"Sections for Glazed Roofs",1
763,761,"Sloped Glazing Assemblies",1
764,761,"Translucent Roof Assemblies",1
765,761,"Translucent Wall Assemblies",1
766,243,"Framing Products",1
767,766,"Structural Frames",1
768,767,"Beam Column Frames",1
769,767,"Column Slab Frames",1
770,769,"Columns",1
771,769,"Beams",1
772,767,"Portal Frames",1
773,767,"Structural Racking",1
774,767,"Structural Bearings",1
775,774,"Structural Roller Bearings",1
776,774,"Structural Slide Bearings",1
777,774,"Structural Rocker Bearings",1
778,774,"Structural Fixed Bearings",1
779,767,"Vibration and Earthquake Controls",1
780,766,"Non Structural Framing Products",1
781,766,"Space Frames",1
782,781,"Booms Braces",1
783,781,"Couplers",1
784,781,"Complete Space Frames",1
785,766,"Geodesic Structures",1
786,766,"Rafters", Beams
787,786,"Trussed Rafters",1
788,786,"Trussed Beams and Joists",1
789,788,"Trussed Metal Joists",1
790,788,"Trussed Composite Joist Assemblies",1
791,788,"Trussed Metal Web Wood Joists",1
792,788,"Wood Trusses",1
793,788,"Metal Trusses",1
794,786,"Web Beams and Joists",1
795,794,"Wood Joists",1
796,794,"Wood Beams",1
797,794,"Heavy Timber Construction",1
798,794,"Engineered Wood Products",1
799,786,"Precast Concrete Beams",1
800,799,"Precast Concrete Doubletee Beams",1
801,799,"Precast Concrete Hollowcore Beams",1
802,799,"Precast Concrete Inverted Tee Beams",1
803,799,"Precast Concrete Spandrel Beams",1
804,766,"Structural Walls",1
805,804,"Concrete Structural Walls",1
806,804,"Masonry Structural Walls",1
807,804,"Wood Framed Structural Walls",1
808,804,"Metal Framed Structural Walls",1
809,804,"Structural Panels",1
810,809,"Cementitious Reinforced Structural Panels",1
811,809,"Stressed Skin Structural Panels",1
812,809,"Structural Insulated Panels",1
813,804,"Other Structural Walls",1
814,766,"Structural Floors and Flat Roofs",1
815,814,"Structural Floor Decks",1
816,815,"Concrete Structural Floor Decks",1
817,815,"Metal Structural Floor Decks",1
818,817,"Raceway Deck Systems",1
819,817,"Acoustical Metal Floor Decks",1
820,815,"Wood Structural Floor Decks",1
821,814,"Structural Roof Decks",1
822,821,"Concrete Structural Roof Decks",1
823,821,"Metal Structural Roof Decks",1
824,823,"Acoustical Metal Roof Deck",1
825,821,"Wood Structural Roof Decks",1
826,814,"Structural Grating Floors",1
827,814,"Balconies and Overhang Units",1
828,827,"Balcony Components",1
829,828,"Balcony Holders and Mechanical Fasteners",1
830,827,"Concrete Balconies and Overhang Units",1
831,827,"Metal Balconies and Overhang Units",1
832,827,"Wood Balconies and Overhang Units",1
833,766,"Structural Profiled Roofs",1
834,833,"Prefabricated Shell Roofs",1
835,833,"Simulated Stones",1
836,243,"Multi-Function Exterior Coverings", Claddings
837,836,"Multi-Function Exterior Claddings",1
838,836,"Exterior Wall Cladding",1
839,836,"Exterior Siding",1
840,839,"Metal Exterior Siding",1
841,839,"Composition Exterior Siding",1
842,839,"Mineral Fiber Cement Exterior Siding",1
843,839,"Plastic Exterior Siding",1
844,839,"Wood Exterior Siding",1
845,836,"Multi Function Exterior Linings",1
846,845,"Sheathing Products",1
847,836,"Exterior Plasters",1
848,836,"Preformed Exterior Casings",1
849,836,"Ancillary Products for Coverings and Claddings",1
850,849,"Supports for Coverings and Claddings",1
851,849,"Mechanical Fasteners for Coverings and Claddings",1
852,849,"Movement and Dividing Joints for Coverings and Claddings",1
853,849,"Joint Coverings", Flashings
854,849,"Reinforcements for Coverings and Claddings",1
855,849,"Trims", Edgings
856,849,"Spacers",1
857,849,"Profile Fillers",1
858,849,"Underlays", Linings
859,849,"Beddings Adhesives for Coverings and Claddings",1
860,849,"Sealants for Coverings and Claddings",1
861,243,"Roof Coverings", Claddings
862,861,"Exterior Roof Panels",1
863,862,"Exterior Metal Roof Panels",1
864,862,"Exterior Plastic Roof Panels",1
865,862,"Exterior Wood Roof Panels",1
866,862,"Exterior Composite Roof Panels",1
867,862,"Exterior Faced Roof Panels",1
868,862,"Exterior Aggregate Coated Panels",1
869,862,"Exterior Porcelain Enameled Faced Panels",1
870,862,"Exterior Tile Faced Panels",1
871,862,"Exterior Fiber Reinforced Cementitious Panels",1
872,862,"Exterior Glass Fiber Reinforced Cementitious Panels",1
873,862,"Exterior Miner Fiber Reinforced Cementitious Panels",1
874,861,"Roof Underlayment",1
875,861,"Roof Shingles",1
876,875,"Asphalt Roof Shingles",1
877,875,"Fiberglass Reinforced Roof Shingles",1
878,875,"Metal Roof Shingles",1
879,875,"Mineral Fiber Cement Roof Shingles",1
880,875,"Plastic Roof Shingles",1
881,875,"Porcelain Enamel Roof Shingles",1
882,875,"Wood Shingles",1
883,875,"Concrete Roof Shingles",1
884,861,"Roof Tiles",1
885,884,"Clay Roof Tiles",1
886,884,"Concrete Roof Tiles",1
887,884,"Metal Roof Tiles",1
888,884,"Mineral Fiber Cement Roof Tiles",1
889,884,"Plastic Roof Tiles",1
890,884,"Ceramic Roof Tiles",1
891,884,"Tile Roof Mechanical Fasteners",1
892,861,"Natural Stone Roofing",1
893,892,"Roof Slates",1
894,893,"Slate Roof Mechanical Fasteners",1
895,861,"Shake Roofing",1
896,895,"Wood Shakes Roofing",1
897,861,"Flat Roofing",1
898,897,"Acoustical Metal Deck Roofing",1
899,897,"Structural Deck Roofing",1
900,899,"Concrete Structural Deck Roofing",1
901,899,"Metal Structural Deck Roofing",1
902,897,"Wood Decking Roofing",1
903,861,"Roof Finish Coating",1
904,861,"Roof Cladding",1
905,904,"Roof Cladding Sheets",1
906,905,"Metal Roof Panels",1
907,905,"Sheet Metal Roofing",1
908,904,"Roof Battens Cladding",1
909,861,"Roof Coverings",1
910,909,"Thatched Roofing",1
911,909,"Sod Roofing",1
912,909,"Vegetated Roof Covering",1
913,912,"Vegetated Roof Planting Modules",1
914,909,"Coated Foam Roof Covering",1
915,861,"Roof Membranes",1
916,915,"Single Layer Roof Membranes",1
917,916,"Chlorinated Polyethylene (CPE) Single Layer Roof Membranes",1
918,916,"Chlorosulfonated Polyethylene (CSPE) Single Layer Roof Membranes",1
919,916,"Copolymer Alloy (CPA) Single Layer Roof Membranes",1
920,916,"Elastomeric Single Layer Roof Membranes",1
921,916,"Ethylene Interpolymer (EIP) Single Layer Roof Membranes",1
922,916,"Ethylene Propylene Diene Monomer (EPDM) Single Layer Roof Membranes",1
923,916,"Nitrile Butadiene Polymer (NBP) Single Layer Roof Membranes",1
924,916,"Polyisobutylene (PIB) Single Layer Roof Membranes",1
925,916,"Polyvinyl chloride (PVC) Single Layer Roof Membranes",1
926,916,"Thermoplastic Alloy (TPA) Single Layer Roof Membranes",1
927,916,"Thermoplastic Single Layer Roof Membranes",1
928,915,"Multi Layer Roof Membranes",1
929,928,"Asphalt Multi Layer Roof Membranes",1
930,928,"Built Up Bituminous Multi Layer Roof Membranes",1
931,928,"Coal Tar Multi Layer Roof Membranes",1
932,928,"Cold Applied Bituminous Multi Layer Roof Membranes",1
933,928,"Cold Applied Mastic Multi Layer Roof Membranes",1
934,928,"Glass Fiber Reinforced Asphalt Emulsion Multi Layer Roof Membranes",1
935,928,"Modified Bituminous Multi Layer Roof Membranes",1
936,915,"Fluid Applied Roofing",1
937,915,"Coated Foam Roofing",1
938,915,"Roll Roofing",1
939,861,"Roof Decking",1
940,939,"Cementitious Deck Roofing",1
941,940,"Cementitious Composite Insulation Deck Roofing",1
942,940,"Cementitious Lightweight Cellular Deck Roofing",1
943,940,"Cementitious Lightweight Insulating Deck Roofing",1
944,939,"Lightweight Concrete Roofing Insulation",1
945,944,"Composite Concrete and Insulation Deck Roofing",1
946,944,"Lightweight Cellular Concrete Deck Roofing",1
947,944,"Lightweight Insulating Concrete Deck Roofing",1
948,939,"Concrete Deck Roofing",1
949,948,"Concrete Composite Insulation Deck Roofing",1
950,948,"Concrete Lightweight Cellular Deck Roofing",1
951,948,"Concrete Lightweight Insulating Deck Roofing",1
952,939,"Concrete Roof Topping",1
953,861,"Roof Finishing Coatings",1
954,861,"Renovation Products for Roof Coverings and Claddings",1
955,243,"Roof Specialties and Accessories",1
956,955,"Roof Edgings and Trims",1
957,956,"Roof Copings",1
958,956,"Roof Counterflashing Systems",1
959,956,"Roof Gravel Stops",1
960,956,"Roof Fascias",1
961,956,"Roof Reglets",1
962,956,"Roof Scuppers",1
963,955,"Roof Flashings",1
964,963,"Laminated Sheet Flexible Roof Flashings",1
965,963,"Modified Bituminous Sheet Flexible Roof Flashings",1
966,963,"Plastic Sheet Flexible Roof Flashings",1
967,963,"Rubber Sheet Flexible Roof Flashings",1
968,963,"Self Adhering Sheet Flexible Roof Flashings",1
969,963,"Roof Vent Flashings",1
970,963,"Roof Flashing Drip Caps",1
971,963,"Roof Penetration Flashings",1
972,955,"Roof Expansion Joints",1
973,955,"Roof Vents",1
974,973,"Roof Relief Vents",1
975,973,"Roof Ridge Vents",1
976,973,"Roof Smoke Vents",1
977,973,"Gravity Roof Vents",1
978,973,"Automatic Roof Vents",1
979,973,"Fire Vents",1
980,955,"Roof Walkways",1
981,980,"Roof Pavers",1
982,981,"Precast Concrete Roof Pavers",1
983,981,"Pedestals Roof Pavers",1
984,980,"Roof Treads",1
985,984,"Rubber Roof Treads",1
986,955,"Roof Snow Guards",1
987,955,"Roof Piping Portals",1
988,955,"Roof Domes",1
989,955,"Roof Turrets",1
990,955,"Roof Lanterns",1
991,955,"Roof Curb",1
992,991,"Structural Roof Curb",1
993,991,"Acoustical Roof Curb",1
994,991,"Manufactured Roof Curbs",1
995,955,"Roof Gutters",1
996,955,"Roof Soffits",1
997,955,"Roof Splash Blocks",1
998,955,"Roof Drains",1
999,998,"Roof Downspouts",1
1000,998,"Roof Drains With Strainer",1
